rp_entity_id,rpa_date_utc,timestamp_utc,entity_name,relevance,event_sentiment_score,event_relevance,topic,type,category,news_type,headline,src
D8442A,39608,39608.815303,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Telecom Italia Mobile And Apple To Bring iPhone 3G To Italy On Ju,APPLE08
D8442A,39608,39608.815398,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Telecom Italia Mobile and Apple to Bring iPhone 3G,APPLE08
D8442A,39608,39608.815981,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Telefonica and Apple to Bring iPhone 3G to Spain on July 11,APPLE08
D8442A,39608,39608.816039,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Telefonica And Apple To Bring iPhone 3G To Spain On July 11,APPLE08
D8442A,39608,39608.816595,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"TeliaSonera and Apple to Bring iPhone 3G to Denmark, Finland, Nor",APPLE08
D8442A,39608,39608.816667,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"TeliaSonera And Apple To Bring iPhone 3G To Denmark, Finland, Nor",APPLE08
D8442A,39608,39608.816819,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: TeliaSonera and Apple to Bring iPhone 3G to Denmar,APPLE08
D8442A,39608,39608.816931,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Telefonica and Apple to Bring iPhone 3G to Spain o,APPLE08
D8442A,39608,39608.817082,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"T-Mobile and Apple to Launch iPhone 3G in Austria, Germany & the",APPLE08
D8442A,39608,39608.817164,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"T-Mobile And Apple To Launch iPhone 3G In Austria, Germany & The",APPLE08
D8442A,39608,39608.817285,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"PRESS RELEASE: T-Mobile and Apple to Launch iPhone 3G in Austria,",APPLE08
D8442A,39608,39608.818127,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"Vodafone and Apple to Bring iPhone 3G to Australia, Italy, New Ze",APPLE08
D8442A,39608,39608.81816,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Vodafone And Apple To Bring iPhone 3G To Australia, Italy, New Ze",APPLE08
D8442A,39608,39608.818283,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Vodafone and Apple to Bring iPhone 3G to Australia,APPLE08
D8442A,39608,39608.84544,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,TeliaSonera AB TeliaSonera and Apple to Bring iPhone 3G to Denmar,APPLE08
D8442A,39608,39608.874321,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"(BW) TeliaSonera and Apple to Bring iPhone 3G to Denmark, Finland",APPLE08
D8442A,39608,39608.895882,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,(CNW) Rogers and Apple to Bring iPhone 3G to Canada on July 11,APPLE08
D8442A,39608,39608.937579,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Previews Mac OS X Snow Leopard to Developers,APPLE08
D8442A,39608,39608.937583,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Previews Mac OS X Snow Leopard to Developers,APPLE08
D8442A,39608,39608.938084,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Previews Mac OS X Snow Leopard To Developers,APPLE08
D8442A,39608,39608.942496,Apple Inc.,100,0.76,100,business,product-release,product-release,FULL-ARTICLE,"WSJ UPDATE: Apple Unveils Cheaper, Faster IPhone >AAPL",APPLE08
D8442A,39609,39609.252246,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Vodafone Group iPhone 3G to Launch In Australia, Italy",APPLE08
D8442A,39609,39609.252555,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Vodafone Group iPhone 3G To Launch In New Zealand, Portugal",APPLE08
D8442A,39609,39609.252666,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Vodafone Group iPhone 3G To Launch July 11,APPLE08
D8442A,39609,39609.262916,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"Vodafone, Apple To Launch iPhone 3G In 4 Countries July",APPLE08
D8442A,39609,39609.288163,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple To Launch New iPhone In UK On July 11,APPLE08
D8442A,39609,39609.324705,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"T-Mobile, Apple To Launch 3G iPhone In 3 Countries July 11",APPLE08
D8442A,39972,39972.720128,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Says New Apple Notebooks `Most Affordable Line-Up Ever',APPLE09
D8442A,39972,39972.726815,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Unveils Mac OS X Snow Leopard,APPLE09
D8442A,39972,39972.728698,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Releases Safari 4 Web Browser >AAPL,APPLE09
D8442A,39972,39972.730532,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Unveils Mac OS X Snow Leopard,APPLE09
D8442A,39972,39972.744096,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Introduces Mac OS X Server Snow Leopard,APPLE09
D8442A,39972,39972.75283,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"Apple Unveils New Products, OS At Developers Conference",APPLE09
D8442A,39972,39972.783133,Apple Inc.,100,0.52,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Introduces New iPhone 3G S; S Is For Speed>AAPL,APPLE09
D8442A,39972,39972.793617,Apple Inc.,100,0.52,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Says iPhone 3G S To Be Available In 80 Countries>AAPL,APPLE09
D8442A,39972,39972.821771,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"3rd UPDATE: Apple Unveils New IPhone; Updates MacBooks, OS",APPLE09
D8442A,39972,39972.919601,Apple Inc.,100,0.76,100,business,product-release,product-release,FULL-ARTICLE,"TECH VIEW: Apple Unveils New, Faster iPhone 3GS",APPLE09
D8442A,39973,39973.385407,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple To Launch New IPhone To Beat Rivals,APPLE09
D8442A,40336,40336.731497,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple announces new iPhone 4,APPLE10
D8442A,40336,40336.776377,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple debuts FaceTime video calling feature,APPLE10
D8442A,40336,40336.779739,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple says iPhone 4 goes on sale June 24,APPLE10
D8442A,40336,40336.781578,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple says iPhone OS4 available June 21,APPLE10
D8442A,40336,40336.787011,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Presents iPhone 4,APPLE10
D8442A,40337,40337.25,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple unveils new iPhone 4 ---- By Ian Sherr,APPLE10
D8442A,40819,40819.80126,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,KDDI Moves Up iPhone Release To This Year -Nikkei,APPLE11
D8442A,40820,40820.743756,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple to Launch iCloud on October 12,APPLE11
D8442A,40820,40820.744088,Apple Inc.,100,0.76,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Unveils Cheaper IPod Nano For $129,APPLE11
D8442A,40820,40820.744324,Apple Inc.,100,0.52,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Says New IPod Nano Available Tuesday,APPLE11
D8442A,40820,40820.744617,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple to Launch iCloud on October 12,APPLE11
D8442A,40820,40820.746668,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple announces new iPhone 4S,APPLE11
D8442A,40820,40820.747371,Apple Inc.,100,0.52,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Unveils IPhone 4S With A5 Chip,APPLE11
D8442A,40820,40820.747752,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils Cloud Product As Wait For New IPhone Continues,APPLE11
D8442A,40820,40820.761427,Apple Inc.,100,0.52,100,business,product-release,product-release,HOT-NEWS-FLA,Apple Unveils Siri Voice Command Technology For IPhone,APPLE11
D8442A,40820,40820.775897,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple: iPhone 4S will ship on Oct. 14 in U.S.,APPLE11
D8442A,40820,40820.777783,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"Apple Launches iPhone 4S, iOS 5 & iCloud",APPLE11
D8442A,40820,40820.778083,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,"PRESS RELEASE: Apple Launches iPhone 4S, iOS 5 & iCloud",APPLE11
D8442A,40820,40820.787802,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,UPDATE: Apple Unveils Latest Version Of IPhone,APPLE11
D8442A,40820,40820.788745,Apple Inc.,100,0.44,100,business,product-release,product-release,FULL-ARTICLE,"MW UPDATE 1: Apple shows off iPhone 4S, techs still red",APPLE11
D8442A,40820,40820.793939,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"MW Apple unveils iPhone 4S, cuts iPod prices",APPLE11
D8442A,40820,40820.817816,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils Its New IPhone Model - 4S,APPLE11
D8442A,40820,40820.825483,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"MW UPDATE 1: Apple unveils iPhone 4S, cuts iPod prices",APPLE11
D8442A,40820,40820.86174,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MARKET TALK: Clearwire Falls As Apple Unveils Non-WiMAX iPhone,APPLE11
D8442A,40820,40820.870521,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,2nd UPDATE: Apple Brings Out Latest Version Of IPhone,APPLE11
D8442A,40820,40820.881909,Apple Inc.,100,0.44,100,business,product-release,product-release,FULL-ARTICLE,"MW UPDATE 3: Apple shows off iPhone 4S, tech stocks surge",APPLE11
D8442A,40820,40820.888291,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"MW UPDATE 2: Apple unveils iPhone 4S, cuts iPod prices",APPLE11
D8442A,40820,40820.903034,Apple Inc.,100,0.76,100,business,product-release,product-release,NEWS-FLASH,IHS ISuppli Still Expects Apple To Introduce LTE-Capable IPhone 5,APPLE11
D8442A,40821,40821.25,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils Latest Version of iPhone ---- By John Letzing,APPLE11
D8442A,41164,41164.719242,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple debuts iPhone 5 at company event,APPLE12
D8442A,41164,41164.724492,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,WSJ LIVE BLOG/Digits: Apple Unveils iPhone 5,APPLE12
D8442A,41164,41164.730661,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW Apple unveils iPhone 5,APPLE12
D8442A,41164,41164.732879,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"Apple Introduces iPhone 5, Talks Up Mobile Milestones",APPLE12
D8442A,41164,41164.741643,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"UPDATE: Apple Introduces iPhone 5, Talks Up Mobile Milestones",APPLE12
D8442A,41164,41164.74267,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE 1: Apple unveils iPhone 5,APPLE12
D8442A,41164,41164.742676,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE 1: Apple debuts iPhone 5 at company event,APPLE12
D8442A,41164,41164.750366,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Apple: IPhone 4, Released In 2010, Will Be Free With 2-Year Pact",APPLE12
D8442A,41164,41164.750782,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Apple: IPhone Ships September 21 In US, Canada, UK And More",APPLE12
D8442A,41164,41164.751396,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Introduces iPhone 5,APPLE12
D8442A,41164,41164.751465,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Introduces iPhone 5,APPLE12
D8442A,41164,41164.754891,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Announces New ITunes Version,APPLE12
D8442A,41164,41164.755174,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,WSJ BLOG/MarketBeat: Apple Unveils iPhone 5; Shares Rise (Eventua,APPLE12
D8442A,41164,41164.758107,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE 2: Apple unveils iPhone 5,APPLE12
D8442A,41164,41164.758899,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"WSJ LIVE BLOG/Digits: Apple Unveils iPhone 5, iO6 and Updated iTu",APPLE12
D8442A,41164,41164.760525,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple: New ITunes Will Be Available In Late October,APPLE12
D8442A,41164,41164.76122,Apple Inc.,100,0.76,100,business,product-release,product-release,FULL-ARTICLE,"2nd UPDATE: Apple Introduces Thinner, Faster iPhone 5",APPLE12
D8442A,41164,41164.761811,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Unveils New iTunes,APPLE12
D8442A,41164,41164.762028,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Unveils New iTunes,APPLE12
D8442A,41164,41164.769175,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"WSJ LIVE BLOG/Digits: Apple Unveils iPhone 5, iPod Nano and iO6",APPLE12
D8442A,41164,41164.776395,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Introduces New iPod touch & iPod nano,APPLE12
D8442A,41164,41164.776454,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Introduces New iPod touch & iPod nano,APPLE12
D8442A,41164,41164.778744,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Re-designed iPods to ship in October,APPLE12
D8442A,41164,41164.785255,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,WSJ LIVE BLOG/Digits: Apple Unveils iPhone 5 and Latest iPod Devi,APPLE12
D8442A,41164,41164.789,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,WSJ LIVE BLOG/Digits: Apple Unveils iPhone 5 and -2-,APPLE12
D8442A,41164,41164.791488,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE 3: Apple unveils iPhone 5,APPLE12
D8442A,41164,41164.80218,Apple Inc.,100,0.76,100,business,product-release,product-release,FULL-ARTICLE,"3rd UPDATE: Apple Introduces Thinner, Faster iPhone 5",APPLE12
D8442A,41164,41164.809844,Apple Inc.,100,0.76,100,business,product-release,product-release,FULL-ARTICLE,"4th UPDATE: Apple Introduces Thinner, Faster iPhone 5",APPLE12
D8442A,41165,41165.25,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Apple Unveils iPhone 5 ---- By Ian Sherr,APPLE12
D8442A,41527,41527.717091,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple CEO: To Ship 700 Millionth iOS Device In October,APPLE13
D8442A,41527,41527.720781,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple to launch iOS 7 on Sept. 18,APPLE13
D8442A,41527,41527.721686,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple's iOS 7 to launch on Sept. 18,APPLE13
D8442A,41527,41527.726273,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"Barron's Blog:Apple: Unveils 'iPhone 5C' iWork, iPhoto, iMovie Fr",APPLE13
D8442A,41527,41527.727581,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"Barron's Blog:Apple: Unveils 'iPhone 5C'; iWork, iPhoto, iMovie F",APPLE13
D8442A,41527,41527.732664,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple shows off new iPhone 5S,APPLE13
D8442A,41527,41527.732865,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,Apple Unveils IPhone 5S,APPLE13
D8442A,41527,41527.734313,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Barron's Blog:Apple: Unveils 'iPhone 5C'; iPhone 5S with 64-bit C,APPLE13
D8442A,41527,41527.736069,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,All Things D:Apple Debuts iPhone 5S With New 64-Bit A7 Chip,APPLE13
D8442A,41527,41527.739991,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW Apple unveils iPhone 5S; it comes with 64-bit A7 chip and is a,APPLE13
D8442A,41527,41527.750479,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,All Things D:Apple Debuts iPhone 5S With New 64-Bit A7 Chip and F,APPLE13
D8442A,41527,41527.756253,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple Introduces iPhone 5c--The Most Colorful iPhone Yet,APPLE13
D8442A,41527,41527.75632,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,PRESS RELEASE: Apple Introduces iPhone 5c--The Most Colorful iPho,APPLE13
D8442A,41527,41527.756365,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,"Apple Says IPhone 5C, 5S Will Be Available September 20",APPLE13
D8442A,41527,41527.775133,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,All Things D:Apple Debuts iPhone 5s With New 64-Bit A7 Chip and F,APPLE13
D8442A,41527,41527.780144,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"All Things D:Apple Launches iPhone 5s/5c, to Go on Sale Sept. 20",APPLE13
D8442A,41527,41527.780144,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"All Things D:Apple Launches iPhone 5s/5c, to Go -2-",APPLE13
D8442A,41527,41527.788911,Apple Inc.,100,0.44,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE: Apple shows off iPhone 5S at event,APPLE13
D8442A,41527,41527.788923,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE: Apple to release iOS 7 Sept. 18,APPLE13
D8442A,41527,41527.79731,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,"All Things D:Apple Launches iPhone 5s/5c, to Go on Sale September",APPLE13
D8442A,41527,41527.873621,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE: 10 snapshots from Apple's latest iPhone launch,APPLE13
D8442A,41890,41890.714069,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple set to Launch New iPhone/Mobile Wallet With Fingerprint Ide,APPLE14
D8442A,41890,41890.71407,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple set to Launch New iPhone/Mobile Wallet With -2-,APPLE14
D8442A,41890,41890.71407,Apple Inc.,100,0.52,100,business,product-release,product-release,PRESS-RELEAS,Apple set to Launch New iPhone/Mobile Wallet With -3-,APPLE14
D8442A,41890,41890.890444,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW Why you should care where Apple launches iPhone 6,APPLE14
D8442A,41890,41890.891626,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,MW UPDATE: Why you should care where Apple launches iPhone 6,APPLE14
D8442A,41891,41891.707351,Apple Inc.,100,0.52,100,business,product-release,product-release,FULL-ARTICLE,Live: Apple To Unveil IWatch And IPhone 6,APPLE14
D8442A,41891,41891.711741,Apple Inc.,100,0.52,100,business,product-release,product-release,NEWS-FLASH,MW LIVE BLOG: Apple product-launch event gets underway in Cuperti,APPLE14
